Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness
0,nan,nan
1,nan,nan
2,43.8783,76.1055
3,52.4696,83.2153
4,59.8352,85.7042
5,59.6034,85.7042
6,56.3066,85.7042
7,57.6724,85.7042
8,64.6869,85.7042
9,68.9410,85.7042
10,66.7655,88.9505
11,65.1606,88.9505
12,67.9181,88.9505
13,69.7502,88.9505
14,69.3621,88.9505
15,69.1198,88.9505
16,68.1325,88.9505
17,66.5723,88.9505
18,63.6891,88.9505
19,53.1132,88.9505
20,50.9072,88.9505
21,16.8409,88.9505
22,nan,nan
23,nan,nan
24,82.2618,89.4168
25,78.6063,89.4168
26,71.8177,89.4168
27,61.7177,89.4168
28,74.8894,89.4168
29,83.6768,89.4168
30,83.7662,89.4168
31,83.7702,89.4168
32,83.7618,90.4726
33,83.5352,90.4726
34,83.2846,90.4726
35,82.3491,90.4726
36,81.3873,90.4726
37,79.2980,90.4726
38,74.5900,90.4726
39,65.2168,90.4726
40,46.9120,90.4726
41,10.7995,90.4726
42,4.9556,90.4726
43,4.9556,90.4726
44,4.9556,90.4726
45,9.0299,90.4726
46,15.9957,90.4726
47,29.9416,90.4726
48,55.7086,90.4726
49,79.8537,90.4726
50,79.0484,90.4726
51,77.4301,90.4726
52,87.0236,90.4737
53,89.2091,90.4737
54,89.1944,90.4737
55,89.1944,90.4737
56,89.1944,90.4737
57,89.1944,90.4737
58,89.1497,90.4737
59,89.1497,90.4737
60,89.1451,90.4737
61,88.9400,90.4737
62,88.7952,90.4737
63,88.2978,90.4737
64,87.4212,90.4737
65,85.6064,90.4737
66,81.7640,90.4737
67,80.9322,90.4737
68,78.2024,90.4737
69,73.2450,92.4603
70,71.6534,92.4603
71,78.5712,92.4603
72,78.4773,92.4603
73,78.8353,92.4603
74,78.8562,92.4603
75,78.8690,92.4603
76,78.7967,92.4603
77,78.7967,92.4603
78,78.7967,92.4603
79,78.7981,92.5615
80,79.0098,92.5615
81,78.8145,92.5615
82,78.8145,92.5615
83,78.7309,92.5615
84,78.7309,92.5615
85,78.7309,92.5615
86,78.7309,92.5615
87,78.7078,92.5615
88,78.6818,92.5615
89,78.7036,92.5615
90,78.7255,92.5615
91,78.7500,92.5615
92,78.7746,92.5615
93,78.7746,92.5615
94,78.8049,92.5615
95,78.8049,92.5615
96,78.6478,92.5615
97,78.5770,92.5615
98,78.5691,92.5615
99,78.5512,96.1229
100,78.8437,96.1229
101,78.8454,96.1229
102,78.8454,96.1229
103,78.8454,96.1229
104,78.8454,96.1229
105,78.8201,96.1229
106,78.7661,96.1229
107,78.7661,96.1229
108,78.7900,96.1229
109,79.0108,96.1229
110,78.9398,96.1229
111,78.9398,96.1229
112,78.9398,96.1229
113,78.9398,96.1229
114,78.9617,96.1229
115,78.9617,96.1229
116,78.9617,96.1229
117,78.9780,96.1229
118,78.9780,96.1229
119,78.9780,96.1229
120,78.9780,96.1229
121,78.9780,96.1229
122,78.9780,96.1229
123,79.0261,96.1229
124,79.0580,96.1229
125,79.0799,96.1229
126,79.0799,96.1229
127,79.0966,96.1229
128,79.0966,96.1229
129,79.0966,96.1229
130,79.0966,96.1229
131,79.1237,96.1229
132,79.1237,96.1229
133,79.1237,96.1229
134,79.1237,96.1229
135,79.1969,96.1229
136,79.2088,96.1229
137,79.2019,96.1229
138,79.2019,96.1229
139,79.2019,96.1229
140,79.2019,96.1229
141,79.2019,96.1229
142,79.2019,96.1229
143,79.2130,96.1229
144,79.1357,96.1229
145,79.1357,96.1229
146,79.1357,96.1229
147,79.0012,96.1229
148,79.5589,96.1229
149,79.6057,96.1229
150,79.4721,96.1229
151,76.2592,96.1229
152,67.3979,125.1724
153,70.4177,125.1724
154,82.9637,125.1724
155,86.2240,125.1724
156,87.0360,125.1724
157,87.7683,125.1724
158,89.2767,125.1724
159,91.2632,125.1724
160,91.9654,125.1724
161,98.1161,125.1724
162,106.7789,125.1724
163,122.3736,125.1724
164,122.1476,125.1724
165,122.1526,125.1724
166,121.9583,125.1724
167,121.9383,125.1724
168,121.9383,125.1724
169,120.1616,128.4563
170,115.8386,128.4563
171,107.3154,128.4563
172,91.6657,129.5970
173,92.4588,129.5970
174,91.0022,129.5970
175,91.7151,129.5970
176,98.1711,129.5970
177,92.5791,129.5970
178,75.4342,129.5970
179,75.4401,129.5970
