Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness
0,nan,nan
1,25.1603,73.3247
2,45.9816,73.3247
3,54.3827,73.3247
4,61.5420,75.0383
5,63.2310,77.2575
6,65.7058,77.2575
7,66.7174,77.2575
8,65.5569,77.2575
9,66.3045,77.2575
10,66.7230,77.2575
11,67.7146,80.1901
12,67.2399,80.1901
13,66.1078,80.1901
14,63.5786,80.1901
15,59.6862,80.1901
16,50.5210,80.1901
17,34.0246,80.1901
18,64.0242,80.1901
19,72.2040,80.1901
20,74.3388,80.1901
21,74.3384,80.1901
22,74.3438,80.1901
23,73.7005,80.1901
24,72.6788,80.1901
25,70.1113,80.1901
26,67.9303,90.7281
27,66.8673,90.7281
28,69.2510,91.8856
29,66.4458,91.8856
30,63.4365,91.8856
31,53.7931,91.8856
32,34.3671,91.8856
33,9.3643,91.8856
34,13.3289,91.8856
35,24.1128,91.8856
36,40.7269,91.8856
37,70.8317,91.8856
38,74.0189,91.8856
39,74.6196,91.8856
40,73.0142,91.8856
41,78.4914,91.8856
42,88.7164,91.8856
43,87.3084,91.8897
44,84.3659,92.4937
45,77.2683,92.4937
46,67.7678,92.4937
47,63.4306,92.4937
48,52.5196,92.4937
49,43.6152,92.4937
50,26.9118,92.4937
51,11.4713,92.4937
52,11.8065,92.4937
53,12.1112,92.4937
54,12.4698,92.4937
55,12.2519,92.4937
56,12.0901,92.4937
57,12.2333,92.4937
58,12.5623,92.4937
59,12.5636,92.4937
60,13.0784,92.4937
61,12.3247,92.4937
62,12.5123,92.4937
63,13.1723,92.4937
64,13.1511,92.4937
65,13.5744,92.4937
66,11.4526,92.4937
67,11.4526,92.4937
68,11.4632,92.4937
69,11.7904,92.4937
70,11.7904,92.4937
71,11.6459,92.4937
72,11.7902,92.4937
73,12.3443,92.4937
74,17.8194,92.4937
75,29.9202,92.4937
76,50.7723,92.4937
77,75.9627,92.4937
78,74.3424,93.0173
79,76.0296,93.0173
80,73.8841,93.0173
81,81.4919,93.0173
82,82.2355,93.0173
83,73.0632,93.0173
84,66.8229,93.8326
85,66.8776,93.8326
86,67.8127,93.8326
87,66.5108,93.8326
88,60.0923,93.8326
89,44.9506,93.8326
90,15.4588,93.8326
91,15.5292,93.8326
92,15.6867,93.8326
93,16.2952,93.8326
94,16.4738,93.8326
95,16.6524,93.8326
96,16.7907,93.8326
97,16.8136,93.8326
98,15.6262,93.8326
99,nan,nan
100,nan,nan
101,73.2859,93.8326
102,78.0772,93.8326
103,78.0553,93.8326
104,75.1741,93.8326
105,74.3309,93.8326
106,74.3800,93.8326
107,65.0956,93.8326
108,65.2087,93.8326
109,64.9004,93.8326
110,64.9039,93.8326
111,65.7878,93.8326
112,66.3013,93.8326
113,67.5986,93.8326
114,69.8907,93.8326
115,73.4864,93.8326
116,79.8697,93.8326
117,77.1754,93.8326
118,76.5788,93.8326
119,76.4224,93.8326
120,67.4809,93.8326
121,64.0731,93.8326
122,64.2334,93.8326
123,64.2011,93.8326
124,64.2370,93.8326
125,64.2906,93.8326
126,64.3389,93.8326
127,64.4331,93.8326
128,64.3715,93.8326
129,64.4350,93.8326
130,66.2752,93.8326
131,71.8634,93.8326
132,79.0689,93.8326
133,78.2471,93.8326
134,79.1047,93.8326
135,79.9591,93.8326
136,79.1209,93.8326
137,86.2211,93.8326
138,87.3180,93.8326
139,86.2506,93.8326
140,84.2675,95.0414
141,82.5905,95.0414
142,84.6339,95.0414
143,82.3641,95.0414
144,78.9455,95.0414
145,76.3325,95.0414
146,69.9457,95.0414
147,69.4705,95.0414
148,68.7468,95.0414
149,64.3216,95.0414
150,63.9850,95.0414
151,64.0056,95.0414
152,64.0972,95.0414
153,66.3918,95.0414
154,71.6370,95.0414
155,81.3830,95.0414
156,83.2892,95.0414
157,82.3758,95.0414
158,89.6263,95.1165
159,90.3435,99.6090
160,89.7567,99.6090
161,91.8678,99.6090
162,91.9134,99.6090
163,91.8486,99.6090
164,89.9180,99.6090
165,87.2371,99.6090
166,81.5193,111.9874
167,81.1930,111.9874
168,83.2656,111.9874
169,80.9329,111.9874
170,73.5028,111.9874
171,68.7873,111.9874
172,75.4160,111.9874
173,75.7198,111.9874
174,75.7479,111.9874
175,75.7143,111.9874
176,75.6987,111.9874
177,76.6880,111.9874
178,nan,nan
179,nan,nan
180,87.0157,111.9874
181,88.2543,111.9874
182,84.2851,112.0198
183,81.3950,112.0198
184,78.2472,112.0198
185,77.7506,112.0198
186,78.0894,112.0198
187,80.6612,112.0198
188,85.3383,112.0198
189,86.1313,112.0198
190,85.1708,112.0198
191,85.0757,112.0198
192,94.7655,112.0198
193,110.6404,112.0198
194,110.6036,112.0198
195,110.5668,112.0198
196,110.5668,112.0198
197,110.5470,118.7365
198,110.4749,118.7365
199,110.3135,120.3096
200,109.6839,120.3096
201,110.0246,120.3096
202,109.7942,120.3096
203,109.1028,120.3096
204,107.2042,120.3096
205,103.2944,120.3096
206,95.8698,120.3096
207,87.6540,120.3096
208,77.1188,120.3096
209,75.7917,120.3096
210,75.7917,120.3096
211,75.4858,120.3273
212,75.5423,120.3273
213,75.3330,120.3273
214,nan,nan
215,nan,nan
216,nan,nan
217,nan,nan
218,94.9292,120.3273
219,98.2333,120.3273
220,104.7282,120.3273
221,114.8734,120.3273
222,116.8641,120.3599
223,115.0136,120.3599
224,110.9302,120.3599
225,105.1715,120.3599
226,101.0278,120.3599
227,93.4535,120.3599
228,94.7546,120.3599
229,92.5881,120.3599
230,88.7039,120.3599
231,88.8907,120.3599
232,89.0496,120.3599
233,89.2078,120.3599
234,89.4353,120.3599
235,89.9556,120.3599
236,90.9466,120.3599
237,92.8878,120.3599
238,95.1722,120.3599
239,97.4147,120.3599
240,103.8992,120.3599
241,116.3939,120.3599
242,117.4401,120.3599
243,117.3980,120.3599
244,117.1787,120.3599
245,117.1590,120.3599
246,117.1590,120.3599
247,117.2561,120.3599
248,117.2561,120.3599
249,117.1697,120.3599
250,117.1112,120.3599
251,117.1112,120.3599
252,117.0505,120.3599
253,117.2796,120.3599
254,117.7223,120.3599
255,117.6039,120.3599
256,117.6039,120.3599
257,117.4990,120.3599
258,117.4998,120.3599
259,117.3019,120.3599
260,117.1359,120.3599
261,117.2435,120.3599
262,117.1823,120.3599
263,117.0103,120.3599
264,117.2619,120.3599
265,117.5677,120.3599
266,117.6117,120.3599
267,117.4647,120.3599
268,117.4647,120.3599
269,117.4647,120.3599
270,117.6725,120.3599
271,116.3747,120.3617
272,113.2739,120.3617
273,108.8362,120.3617
274,101.3358,120.3617
275,94.7858,120.3617
276,95.0151,120.3617
277,94.7252,120.3617
278,93.5661,120.3617
279,97.0496,120.3617
280,97.5191,120.3617
281,98.7116,120.3617
282,101.0318,120.3617
283,105.4714,120.3617
284,113.8811,120.3617
285,116.7566,120.3617
286,116.7861,120.3617
287,116.3778,120.3617
288,116.2560,120.3617
289,116.2362,120.3617
290,116.6789,120.3617
291,116.6815,120.3617
292,116.5954,120.3617
293,117.0083,120.3617
294,116.6939,120.3617
295,116.6408,120.3617
296,116.5435,120.3617
297,116.5084,120.3617
298,117.1731,120.3617
299,117.1137,120.3617
300,117.0537,120.3617
301,117.0537,120.3617
302,116.9557,120.3617
303,117.3119,120.3617
304,117.6446,120.3617
305,117.4748,120.3617
306,118.1315,120.3617
307,118.1315,120.3617
308,118.1315,120.3617
309,118.2123,120.3617
310,118.0776,120.3617
311,118.0776,120.3617
312,117.8521,120.3617
313,118.2123,120.3617
314,117.9805,120.3617
315,117.8763,120.3617
316,117.6914,120.3617
317,117.6914,120.3617
318,117.6118,120.3617
319,117.5545,120.3617
320,117.3807,120.3617
321,117.3235,120.3617
322,117.1711,120.3617
323,117.3480,120.3617
324,117.3480,120.3617
325,117.4852,120.3617
326,117.3880,120.3617
327,117.3880,120.3617
328,117.2307,120.3617
329,117.2307,120.3617
330,117.5137,120.3617
331,117.5137,120.3617
332,117.7556,120.3617
333,117.5705,120.3617
334,117.6770,120.3617
335,117.6770,120.3617
336,117.5729,120.3617
337,117.4830,120.3617
338,117.4902,120.3617
339,117.2584,120.3617
340,117.2584,120.3617
341,117.2584,120.3617
342,117.2584,120.3617
343,117.1333,120.3617
344,117.0546,120.3617
345,117.0546,120.3617
346,117.4374,120.3617
347,117.2961,120.3617
348,117.1958,120.3617
349,117.4680,120.3617
350,117.5602,120.3617
