Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness
0,7.8516,82.9622
1,22.0610,82.9622
2,42.2171,82.9622
3,53.7621,82.9622
4,61.1693,85.2255
5,61.8486,90.5249
6,61.6816,94.1721
7,66.9750,94.1721
8,68.8237,94.1721
9,71.3169,94.1721
10,67.5404,94.1721
11,64.4200,94.1721
12,67.2949,94.1721
13,68.0079,94.1721
14,72.2474,94.1721
15,68.9559,94.1721
16,68.9971,94.1721
17,69.4049,94.1721
18,63.9250,94.1721
19,70.3259,94.1721
20,73.3166,94.1721
21,73.7234,94.1721
22,79.3896,94.1721
23,76.8312,94.1721
24,71.9014,99.4622
25,69.5081,99.4622
26,69.6141,99.4622
27,68.4697,99.4622
28,66.3746,99.4622
29,69.3884,99.4622
30,69.8685,99.4622
31,71.0811,99.4622
32,73.4096,99.4622
33,73.0645,99.4622
34,73.7352,99.4622
35,72.3606,99.4622
36,77.6288,99.4622
37,91.2973,99.4622
38,85.9992,99.5274
39,88.3328,99.5274
40,88.4690,99.5274
41,88.4690,99.5274
42,88.4690,99.5274
43,88.3458,99.5274
44,88.3131,99.5274
45,88.2582,99.5274
46,88.2100,99.5274
47,88.1719,99.5274
48,88.1719,99.5274
49,88.2433,99.5274
50,88.2433,99.5274
51,88.2506,99.5274
52,88.2503,99.5274
53,88.3206,99.5274
54,88.6690,99.5274
55,88.6568,99.5274
56,89.5968,99.5274
57,89.6723,99.5274
58,89.5998,99.5274
59,88.4080,99.5274
60,86.2573,99.5274
61,82.6405,99.5274
62,77.4421,99.5274
63,77.8219,99.5274
64,78.4789,99.5274
65,78.9202,99.5274
66,85.5898,99.5274
67,96.9340,99.5274
68,96.8547,99.5274
69,96.6951,99.5274
70,96.6951,99.5274
71,96.6218,99.5274
72,96.5666,100.1112
73,95.2874,100.1757
74,92.1009,100.1757
75,86.0621,100.1757
76,75.3868,100.1757
77,71.7071,100.1757
78,78.1261,100.1757
79,76.6376,100.1757
80,83.0432,100.1757
81,90.4918,100.1757
82,90.2802,100.1757
83,90.1548,100.1757
84,90.1484,100.1757
85,90.1484,100.1757
86,90.1346,100.1757
87,90.0777,100.1757
88,90.0059,100.1757
89,90.0566,100.1757
90,90.6685,100.1757
91,90.6355,100.1757
92,90.5866,100.1757
93,90.5926,100.1757
94,90.5265,100.1757
95,90.6635,100.1757
96,90.6635,100.1757
97,90.6692,100.1757
98,90.6692,100.1757
99,90.6692,100.1757
100,90.6048,100.1757
101,90.6786,100.1757
102,91.1621,100.1757
103,91.1077,100.1757
104,91.0506,100.1757
105,90.9324,100.1757
106,90.9324,100.1757
107,90.9173,100.1757
108,90.8896,100.1757
109,90.8629,100.1757
110,91.1020,100.1757
111,91.1020,100.1757
112,91.0487,100.1757
113,91.0487,100.1757
114,91.0663,100.1757
115,91.2214,100.1757
116,91.2203,100.1757
117,91.2203,100.1757
118,91.2027,100.1757
119,91.1635,100.1757
120,91.1661,100.1757
121,91.1451,100.1757
122,91.1565,100.1757
123,91.1569,100.1757
124,91.1616,100.1757
125,91.1174,100.1757
126,91.0838,100.3564
127,91.1038,100.3564
