Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness
0,2.6487,81.9001
1,21.0454,95.7926
2,28.5278,95.7926
3,41.2801,95.7926
4,52.0233,95.7926
5,53.6257,95.7926
6,48.7428,95.7926
7,61.9846,95.7926
8,71.6293,95.7926
9,71.9598,96.6458
10,76.5982,96.6458
11,64.8608,96.6458
12,65.1953,96.6458
13,66.3891,96.6458
14,68.6474,96.6458
15,68.5143,97.3729
16,61.1207,97.3729
17,51.1009,97.3729
18,40.4355,97.3729
19,35.9570,97.3729
20,30.5488,97.3729
21,73.0227,97.3729
22,72.8695,97.3729
23,71.3806,97.3729
24,71.8981,97.3729
25,72.2052,97.3729
26,72.9928,97.3729
27,94.7032,97.3729
28,93.5049,97.3729
29,92.0948,97.3729
30,89.5119,97.3729
31,86.0666,97.3729
32,83.2989,97.3729
33,81.5558,97.3729
34,80.0621,97.3729
35,71.6500,97.3729
36,70.4505,98.2314
37,70.7311,98.2314
38,71.2635,104.5795
39,71.3892,104.5795
40,72.0205,104.5795
41,75.0839,104.5795
42,80.7557,104.5795
43,82.9435,104.5795
44,77.6770,104.5795
45,79.2242,104.5795
46,77.0157,104.5795
47,84.5246,104.5795
48,77.4099,104.6126
49,70.9416,104.6126
50,74.8660,104.6126
51,82.8617,104.6126
52,83.6188,104.6126
53,79.8783,104.6126
54,76.5545,104.6126
55,76.6943,104.6126
56,70.3400,104.6126
57,83.5999,104.6126
58,96.7711,104.7105
59,97.7045,104.7105
60,96.9449,104.7105
61,94.7774,104.7234
62,89.1187,104.8196
63,82.7810,104.8196
64,85.3945,104.8196
65,89.3910,104.8196
66,89.4504,104.8196
67,89.4351,104.8196
68,89.5868,104.8196
69,89.7180,104.8196
70,89.7908,104.8196
71,89.9322,104.8196
72,89.9261,104.8196
73,89.8992,104.8196
74,89.9654,104.8196
75,89.9068,104.8196
76,89.4578,104.8196
77,88.0636,104.8196
78,84.6359,104.8196
79,81.1868,104.8196
80,78.8482,104.8196
81,75.8706,104.8196
82,74.5854,104.8196
83,nan,nan
84,84.5198,104.8196
85,90.5151,104.8196
86,98.9470,104.8196
87,98.7697,104.8196
88,98.9159,104.9437
89,97.4515,104.9437
90,95.9250,104.9437
91,92.3609,104.9437
92,86.6827,104.9437
93,82.7444,104.9437
94,81.3971,104.9437
95,81.9862,104.9437
96,73.6949,104.9437
97,81.2580,104.9437
98,88.9309,104.9437
99,85.9375,104.9437
100,82.6716,104.9437
101,80.5185,104.9437
102,80.9581,104.9437
103,81.0584,104.9437
104,81.7428,104.9437
105,82.8145,104.9437
106,83.7178,104.9437
107,86.0762,105.1648
108,80.5584,105.1648
109,78.7623,105.1648
110,80.4774,105.1648
111,80.3640,105.1648
112,81.3124,105.1648
113,81.0085,105.1648
114,81.2042,105.1648
115,81.1223,105.1648
116,80.9290,105.1648
117,81.1304,105.1648
118,85.4411,105.1648
119,89.5312,105.1648
120,87.7559,105.1663
121,87.6744,105.1663
122,87.9496,105.1663
123,83.2612,105.1663
124,83.8050,105.1663
125,85.2649,105.1663
126,85.5337,105.1663
127,84.2781,106.1624
128,88.3389,106.1624
129,87.9698,106.1624
130,83.5160,106.1624
131,80.4519,106.1624
132,86.5386,106.1624
133,91.1214,106.1624
134,90.3441,106.1624
135,90.0725,106.1624
136,84.4306,106.1624
137,84.4227,106.6898
138,80.9942,106.6898
139,81.1461,106.6898
140,81.2921,106.6898
141,80.1122,106.6898
142,81.7214,106.6898
143,83.0204,106.6898
144,85.4488,106.6898
145,86.2652,106.6898
146,86.3057,106.6898
147,86.1765,106.6898
148,86.2684,106.6898
149,86.4096,106.6898
150,86.5574,106.6898
151,85.2699,106.6898
152,85.0332,106.6898
153,84.6661,106.6898
154,83.9040,106.6898
155,82.7254,106.6898
156,83.6233,106.6898
157,91.7394,106.6898
158,95.4285,106.6898
159,96.0186,106.6898
160,95.9989,106.6898
161,96.2394,106.6898
162,96.1980,106.6898
163,96.1207,106.6898
164,96.1321,106.6898
165,95.9117,106.9989
166,95.7820,106.9989
167,95.0376,106.9989
168,96.0194,106.9989
169,95.0405,106.9989
170,93.9429,106.9989
171,91.4585,106.9989
172,86.4645,106.9989
173,81.1879,106.9989
174,76.6881,106.9989
175,86.5478,106.9989
176,88.4917,106.9989
177,87.1423,106.9989
178,88.3531,106.9989
179,87.4639,106.9989
180,87.7584,106.9989
181,89.5596,106.9989
182,95.1448,106.9989
183,95.4120,106.9989
184,90.8816,107.0563
185,87.2945,107.0563
186,84.8675,107.0563
187,83.9599,107.2431
188,82.2221,107.2431
189,82.1161,107.2431
190,80.5338,107.2431
191,77.8503,107.2431
192,77.9488,107.2431
193,78.2164,107.2431
194,78.5303,107.2431
195,78.7330,107.2431
196,78.8177,107.2431
197,79.7610,107.2431
198,79.2934,107.2431
199,80.0059,107.2431
200,89.9724,107.6091
201,87.5640,107.6091
202,86.0511,107.6091
203,86.0462,107.6091
204,85.2229,107.6091
205,85.8785,107.6091
206,86.1945,107.6091
207,86.4228,107.6091
208,85.8472,107.6091
209,86.0826,107.6091
210,86.2947,107.6091
211,86.4176,107.6091
212,86.8193,107.6091
213,86.8106,107.6091
214,86.8714,107.6091
215,86.9706,107.6091
216,86.7644,107.6091
217,86.7802,107.6091
218,86.9887,107.6091
219,87.0066,107.6091
220,86.8788,107.6091
221,86.7634,107.6091
222,86.4769,107.6091
223,87.0442,107.6091
224,87.0699,107.6091
225,87.2024,107.6091
226,87.2979,107.6091
227,87.6500,107.6091
228,87.5457,107.6091
229,87.5600,107.6091
230,87.7216,107.6091
231,86.9505,107.6091
232,86.7137,107.6091
233,87.2347,107.6091
234,87.2397,107.6091
235,87.7233,107.6091
236,87.8434,107.6091
237,87.0551,107.6091
238,86.5330,107.6091
239,85.8971,107.6091
240,86.0741,107.6091
241,91.4370,107.6091
242,90.3112,107.6091
243,88.6333,107.6091
244,89.8400,107.6091
245,90.0363,107.6091
246,88.5703,107.6091
247,91.9019,107.6091
248,97.7900,107.6091
249,98.1288,107.6091
250,98.1199,107.6091
251,98.0630,107.6091
252,97.9479,107.6091
253,97.8885,107.6091
254,97.6874,107.6091
255,97.4974,107.6091
256,97.3970,107.6091
257,97.2321,107.6091
258,97.3041,107.6091
259,97.0431,107.6091
260,96.9614,107.6091
261,96.7167,107.6091
262,96.5201,107.6091
263,96.2125,107.6091
264,95.9678,107.6091
265,95.9011,107.6091
266,95.7678,107.6091
267,95.5795,107.6091
268,95.3771,107.6091
269,95.2278,107.6091
270,95.1884,107.6091
271,95.1766,107.6091
272,95.3027,107.6091
273,95.1291,107.6091
274,94.6833,107.6091
275,95.1104,107.6091
276,94.9307,107.6091
277,95.0482,107.6091
278,94.9843,107.6091
279,95.2005,107.6091
280,95.8542,107.6091
281,95.8149,107.6091
282,95.7416,107.6091
283,95.7172,107.6091
284,95.6939,107.6091
285,96.5446,107.6091
286,96.6171,107.6091
287,96.5036,107.6091
288,96.3426,107.6091
289,96.3846,107.6091
290,96.2230,107.6091
291,96.0971,107.6091
292,96.0970,107.6091
293,95.9024,107.6091
294,96.0553,107.6091
295,96.3347,107.6091
296,96.4461,107.6091
297,96.3408,107.6091
298,96.5260,107.6091
299,96.4694,107.6091
300,96.2882,107.6091
301,93.8939,107.6122
302,93.0195,107.6122
303,93.6337,107.6122
304,93.3159,107.6122
305,93.5798,107.6122
306,91.2904,107.6122
307,90.9863,107.6122
308,91.2999,107.6122
309,91.4126,107.6122
310,91.9883,107.6122
311,92.7756,107.6122
312,94.3300,107.6122
313,95.9111,107.6122
314,95.9262,107.6122
315,94.8855,107.6122
316,94.5128,107.6122
317,93.8572,107.6122
318,95.3344,107.6122
319,95.5274,107.6122
320,95.4773,107.6122
321,95.3477,107.6122
322,95.4204,107.6122
323,95.4912,107.6122
324,95.5429,107.6122
325,95.9215,107.6122
326,95.5578,107.6122
327,95.4377,107.6122
328,95.5263,107.6122
329,95.4099,107.6122
330,95.2441,107.8862
331,94.6099,107.8862
332,94.6353,107.8862
333,94.4915,107.8862
334,94.3859,107.8862
335,93.8857,107.8862
336,93.6674,107.8862
337,94.1101,107.8862
338,94.2523,107.8862
339,94.6865,107.8862
340,94.7543,107.8862
341,94.6690,107.8862
342,94.5971,107.8862
343,94.4954,107.8862
344,94.6268,107.8862
345,94.5779,107.8862
346,94.5659,107.8862
347,94.5814,107.8862
348,94.6968,107.8862
349,94.5729,107.8862
350,94.5590,107.8862
