gen,avg_enemy_life,std_enemy_life,min_enemy_life,max_enemy_life,avg_player_life,std_player_life,min_player_life,max_player_life,avg_time,std_time,min_time,max_time,avg_gain,std_gain,min_gain,max_gain,avg_distance
12,-12.38498551495554,0.23553180181325664,-12.426406871192853,-11.045694996615861,8.206985074511778,1.3489887538250196,2.0679417788397654,8.855352757306914,145.70748744345144,7.981478764128278,137.71956170077752,192.9145403841402,20.59197058946732,1.4109564103715615,14.494348650032618,21.281759628499767,1.958085617264055
13,-12.288335683735154,0.717438935214301,-12.426406871192853,-8.284271247461902,8.38747148294914,1.292631434099089,1.4002237149062005,8.855352757306914,145.23418780035158,6.429011239663928,138.4126724813869,180.4947260904742,20.67580716668429,1.4608419917718394,13.826630586099053,21.281759628499767,1.9092416928680678
14,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.295091037152265,1.59870536093306,1.016115812147122,8.855352757306914,143.96812816346116,2.2344626469036584,138.8294613703225,156.2049070901831,20.721497908345118,1.5987053609330597,13.442522683339975,21.281759628499767,1.4407995211982585
15,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.418841678021312,1.1572011327372933,4.126445190961633,8.855352757306914,143.37857238823872,2.002114977477214,138.4126724813869,151.6742429134429,20.845248549214165,1.1572011327372933,16.552852062154486,21.281759628499767,1.3849189850143022
16,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,7.829984129656886,2.2573347608882672,-0.30579770538581563,8.855352757306914,144.08762119427706,4.284752542244189,138.8294613703225,158.72363139223586,20.25639100084974,2.2573347608882672,12.120609165807037,21.281759628499767,1.4373733604088055
17,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.696305446802043,0.6738666372297271,5.011425334628388,8.855352757306914,142.26487343636165,1.7917856261425913,138.4126724813869,150.21385145419114,21.122712317994893,0.6738666372297271,17.43783220582124,21.281759628499767,0.9205029604457224
18,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.5289748542665,0.5595312267092397,141.3789746258364,143.93051757168627,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.22006778871685584
19,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.3970982013386,0.14981982515743994,141.3789746258364,142.8486799996992,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.10529574466469806
20,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.40836873331372,0.20575875234078922,141.3789746258364,142.8486799996992,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.06387521631944124
21,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.04538126098759026
22,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.04881258263747313
23,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.04067167929607081
24,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.053342818992110526
25,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.05297459002233058
26,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.04545902960428558
27,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.06098845993812501
28,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.056371907408249995
29,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.043688712419854094
30,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.05081726092169585
31,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.045469254255998036
32,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.04758677381729687
33,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.055223543559381146
34,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.06083662139599846
35,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.06337302717967797
36,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.07812888262713427
37,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.07822360184137435
38,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.07961701495073589
39,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.090747945852178
40,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.10202414313218455
41,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.10190128575062678
42,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.09561332495260293
43,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.10136824063694913
44,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.11316882610458236
45,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.11345874154967399
46,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.14886093076139048
47,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.1402067499157629
48,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.173527707924249
49,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.14645219900981016
50,-12.426406871192848,5.329070518200751e-15,-12.426406871192853,-12.426406871192853,8.855352757306918,3.552713678800501e-15,8.855352757306914,8.855352757306914,141.37897462583646,5.684341886080802e-14,141.3789746258364,141.3789746258364,21.28175962849977,3.552713678800501e-15,21.281759628499767,21.281759628499767,0.14350811498901944
