gen,avg_enemy_life,std_enemy_life,min_enemy_life,max_enemy_life,avg_player_life,std_player_life,min_player_life,max_player_life,avg_time,std_time,min_time,max_time,avg_gain,std_gain,min_gain,max_gain,avg_distance
0,87.17861362498624,27.920497307949983,-9.664983122038887,100.0,-0.12191178173794645,1.0082443920211965,-4.280206811188686,5.758076195706373,nan,nan,nan,nan,-87.30052540672419,27.60786668460557,-100.22091389993236,15.42305931774526,13.284140116436069
1,63.78769619158247,41.899229409240846,-9.664983122038887,100.0,-0.6523711303760211,2.1093631863730056,-9.83066854698816,5.758076195706373,nan,nan,nan,nan,-64.4400673219585,40.999366721496244,-100.0,15.42305931774526,13.018581652943888
2,39.576630949857474,44.705568459561576,-12.426406871192853,100.0,-0.6560061246368147,3.1537424936445166,-9.83066854698816,6.232245651394678,nan,nan,nan,nan,-40.232637074494285,44.36154650316643,-100.0,18.65865252258753,12.540382521404142
3,9.946858949261966,28.137030452672438,-12.426406871192853,100.0,-0.8105236773761465,4.062718701808051,-9.83066854698816,7.8832851638340316,207.8458361712437,45.32777073936892,57.51360958225482,366.4126724813869,-10.757382626638114,28.567290212727553,-100.0,18.65865252258753,11.37257715450256
4,4.805017721552592,24.446444041043904,-12.426406871192853,88.61928812542301,0.6210221192258972,4.461268303808864,-6.765488185427262,7.8832851638340316,198.7374321104656,47.18987693553896,37.776104181030085,327.9379050772839,-4.183995602326694,25.82146480025036,-88.61928812542301,18.698324600628016,9.569456391254835
5,-5.3917127725094804,9.87630437357292,-12.426406871192853,33.66835021129445,1.6717717312604001,4.7744925714281,-6.01990377315569,6.533214709746925,187.79285845442774,27.536350289834697,150.1606207455084,287.1983778436454,7.063484503769883,13.182915279057445,-33.66835021129445,18.707647338974112,7.547993908983028
6,-9.44861262315227,4.045408752283705,-12.426406871192853,-0.33006504530927927,3.1217428564943286,4.685419836646256,-6.765488185427259,8.771075051916448,177.40971125247054,21.573904133345266,152.57197834916815,251.6142392200076,12.5703554796466,8.562096750150666,-6.43542314011798,19.81677004853231,5.805600337464128
7,-10.462758018567465,3.4063950008624504,-12.426406871192853,-1.919456342634085,4.625218097824195,3.6780699191370902,-4.197364098714067,8.855352757306914,172.3172270500959,18.45327681777417,151.18927696437632,228.82361526051992,15.08797611639166,6.939390952135169,-2.195065043605359,21.281759628499767,5.5566985878371415
8,-11.144173084893355,2.621401314572019,-12.426406871192853,-1.919456342634085,5.398540655276378,3.250222832906551,-4.114521386239444,8.855352757306914,168.1750139569216,16.451050603825152,144.2752669955203,223.76489522189036,16.54271374016973,5.63877948964448,-2.195065043605359,21.281759628499767,5.517978487536038
9,-11.40000430912243,1.94916244079834,-12.426406871192853,-1.919456342634085,5.774193284730145,3.3821281227911726,-4.114521386239444,9.681172066053502,168.4060704655641,18.84547619810157,140.44918625769765,223.39746979979577,17.17419759385258,5.132056052623818,-2.195065043605359,21.281759628499767,5.406166157177562
10,-11.463736451818141,2.13527867805743,-12.426406871192853,-1.919456342634085,6.316394265629415,3.1968501280214774,-4.114521386239444,8.855352757306914,161.6288688646318,20.248890127222232,128.54730593765146,216.23457605773527,17.78013071744756,4.984601317551433,-2.195065043605359,21.281759628499767,4.293915351222374
11,-11.727191794238989,2.2170504465943512,-12.426406871192853,-1.919456342634085,7.018480078816918,3.2065389957490815,-4.114521386239444,8.855352757306914,153.13146896509795,15.8476948904386,137.71956170077752,216.98548309910785,18.745671873055905,5.207354535603106,-2.195065043605359,21.281759628499767,3.4243823004652287
