Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness,Avg_Defeated_Enemies,Max_Defeated_Enemies,Avg_Gain,Max_Gain,Avg_Life,Max_Life,Avg_Time,Min_Time,Euclidean_Diversity,Std_Dev
0,-9.274267073026317,378.7339937727471,0.0975,2,-22.523936735999232,113.99116611695665,4.6845000000000026,124.0,19918317907.870018,651367078.9999994,13.259462110508165,0.575484457276732
1,24.21795419074296,378.7339937727471,0.165,2,-44.51730075981338,113.99116611695665,8.102500000000004,124.0,8873501926.462498,651367078.9999994,13.240712361374843,0.5745271429346797
2,75.56089280223873,378.7339937727471,0.325,2,-71.74016215779722,113.99116611695665,15.94400000000001,124.0,8735368083.404997,605675615.0000012,13.186157528257697,0.5718473067249888
3,116.9376714110525,378.7339937727471,0.5675,2,-79.85995717623308,113.99116611695665,26.959000000000014,124.0,10649632495.297495,364264991.00000054,13.147147676065904,0.5695962554594151
4,150.2818143857358,378.7339937727471,0.9025,2,-69.59267860007489,29.785711438477882,41.245,124.0,3700568040.255001,364264991.00000054,13.115984623062314,0.5675518138088346
5,150.9689717315181,378.7339937727471,0.93,2,-72.93979284240004,29.785711438477882,40.23,124.0,3299879372.915,364264991.00000054,13.127992040839082,0.5658211430802983
