Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness,Avg_Defeated_Enemies,Max_Defeated_Enemies,Avg_Gain,Max_Gain,Avg_Life,Max_Life,Avg_Time,Min_Time,Euclidean_Diversity,Std_Dev
0,34.60479530933119,575.2592588915222,0.2825,4,35.71357135559979,266.6839478731046,53.75450000000021,152.60000000000045,1.1808760854854112e+20,5.404961216911736e+17,13.304941560092804,0.5774477672168306
1,108.55375198526495,575.2592588915222,0.5425,4,-12.732289018185483,266.6839478731046,61.94000000000022,152.60000000000045,8.853804173236134e+19,5.404961216911736e+17,13.28340196878497,0.5763220835478736
2,198.33251382061323,575.2592588915222,0.9675,4,-56.890202442224016,266.6839478731046,76.74950000000027,159.2000000000004,6.9868338186502324e+19,1.9680974756351968e+17,13.274653015414787,0.5756014361265629
3,249.55355483135608,575.2592588915222,1.3,4,-98.73267366691321,266.6839478731046,79.51350000000028,159.2000000000004,2.779256709413743e+19,1.9680974756351968e+17,13.295565001314852,0.5753700866043656
4,281.19056001755723,575.2592588915222,1.4175,4,-102.85944887775338,266.6839478731046,88.50900000000028,175.40000000000046,2.4719377401914704e+19,1.9680974756351968e+17,13.249566706817546,0.5714191584786827
5,327.59923659267247,575.2592588915222,1.77,4,-114.26237514919967,266.6839478731046,100.08100000000034,175.40000000000046,3.028394113070793e+19,1.9680974756351968e+17,13.271743158990123,0.568138622649341
0,34.60479530933119,575.2592588915222,0.2825,4,35.71357135559979,266.6839478731046,53.75450000000021,152.60000000000045,1.1808760854854112e+20,5.404961216911736e+17,13.304941560092804,0.5774477672168306
1,108.55375198526495,575.2592588915222,0.5425,4,-12.732289018185483,266.6839478731046,61.94000000000022,152.60000000000045,8.853804173236134e+19,5.404961216911736e+17,13.28340196878497,0.5763220835478736
2,198.33251382061323,575.2592588915222,0.9675,4,-56.890202442224016,266.6839478731046,76.74950000000027,159.2000000000004,6.9868338186502324e+19,1.9680974756351968e+17,13.274653015414787,0.5756014361265629
3,249.55355483135608,575.2592588915222,1.3,4,-98.73267366691321,266.6839478731046,79.51350000000028,159.2000000000004,2.779256709413743e+19,1.9680974756351968e+17,13.295565001314852,0.5753700866043656
4,281.19056001755723,575.2592588915222,1.4175,4,-102.85944887775338,266.6839478731046,88.50900000000028,175.40000000000046,2.4719377401914704e+19,1.9680974756351968e+17,13.249566706817546,0.5714191584786827
5,327.59923659267247,575.2592588915222,1.77,4,-114.26237514919967,266.6839478731046,100.08100000000034,175.40000000000046,3.028394113070793e+19,1.9680974756351968e+17,13.271743158990123,0.568138622649341
6,356.61662609674596,575.2592588915222,1.9675,4,-148.30223887827054,113.53197336134667,98.17800000000034,175.40000000000046,1.1680402645431362e+19,1.9680974756351968e+17,13.230063963616415,0.5601314704683319
